"1","上海"
"2","北京"
"3","天津"
"4","河北"
"5","山西"
"6","内蒙古"
"7","辽宁"
"8","吉林"
"9","黑龙江"
"10","山东"
"11","江苏"
"12","安徽"
"13","浙江"
"14","福建"
"15","江西"
"16","河南"
"17","湖北"
"18","湖南"
"19","广东"
"20","广西"
"21","四川"
"22","贵州"
"23","云南"
"24","陕西"
"25","甘肃"
"26","宁夏"
"27","青海"
"28","西藏"
"29","新疆"
"30","海南"
"31","重庆"
"32","其他"
"33","不限"
